model,level,series,RMSE,MAE
WLS-LSTM,product_reconciled,FOOD_3_P2,3.543682713434533,3.022646834725801
WLS-LSTM,product_reconciled,FOOD_3_P3,3.3027397813087687,2.761203672975803
WLS-LSTM,product_reconciled,FOOD_3_P4,5.380998028531738,4.794748487533802
WLS-LSTM,product_reconciled,FOOD_3_P5,2.5007810725114594,1.8356747437689944
WLS-LSTM,product_reconciled,HH_1_P1,2.254065519187095,1.8262373352722274
WLS-LSTM,product_reconciled,HH_1_P2,2.660759864598245,2.2011145308895332
WLS-LSTM,product_reconciled,HH_1_P3,2.736796478643113,2.478274282480975
WLS-LSTM,product_reconciled,HH_1_P4,2.0367882403255066,1.6641666150812935
WLS-LSTM,product_reconciled,HH_1_P5,2.710218069754489,2.1705200485896197
WLS-LSTM,product_reconciled,HH_2_P1,2.585147661848797,1.9650191921417364
WLS-LSTM,product_reconciled,HH_2_P2,2.430212155918509,1.8883976606145663
WLS-LSTM,product_reconciled,HH_2_P3,2.1329759101213837,1.446249363304821
WLS-LSTM,product_reconciled,HH_2_P4,1.9631835347839897,1.5769495383426957
WLS-LSTM,product_reconciled,HH_2_P5,2.0140714621747517,1.6023377735599722
WLS-LSTM,product_reconciled,HH_3_P1,1.3742578197723163,1.141794923240784
WLS-LSTM,product_reconciled,HH_3_P2,2.6556809566135318,2.155829869985891
WLS-LSTM,product_reconciled,HH_3_P3,1.7269437266373038,1.305018135021976
WLS-LSTM,product_reconciled,HH_3_P4,1.9680128111550033,1.70747694965434
WLS-LSTM,product_reconciled,HH_3_P5,2.0077389334308178,1.69286157614917
